"playerID";"nameLast";"nameFirst";"ISO";"BA";"speedRatio";"WOBA";"SLG";"yearsPlayed";"finalGame";"debut";"G";"AB";"R";"H";"1B";"2B";"3B";"HR";"RBI";"BB";"SO";"HBP"
"smithal04";"Smith";"Al";0.1572;0.2722;0.679;0.3403729818241362;0.4293;11.0;"1964-10-04";"1953-07-10";1517.0;5357.0;843.0;1458.0;990.0;258.0;46.0;164.0;676.0;674.0;768.0;63.0
"munsoth01";"Munson";"Thurman";0.1183;0.2915;0.7599;0.3246534260690366;0.4098;10.0;"1979-08-01";"1969-08-08";1423.0;5344.0;696.0;1558.0;1184.0;229.0;32.0;113.0;701.0;438.0;571.0;42.0
"blasido01";"Blasingame";"Don";0.0689;0.2579;0.8089;0.2913388159017233;0.3269;11.0;"1966-08-27";"1955-09-20";1444.0;5296.0;731.0;1366.0;1105.0;178.0;62.0;21.0;308.0;552.0;462.0;15.0
"seitzke01";"Seitzer";"Kevin";0.1093;0.295;0.7469;0.33903396194926566;0.4043;11.0;"1997-09-28";"1986-09-03";1439.0;5278.0;739.0;1557.0;1163.0;285.0;35.0;74.0;613.0;669.0;617.0;35.0
"francje02";"Francoeur";"Jeff";0.1549;0.261;0.6591;0.30415456327985746;0.416;11.0;"2016-10-02";"2005-07-07";1481.0;5260.0;626.0;1373.0;905.0;281.0;27.0;160.0;698.0;284.0;1080.0;60.0
"hayesvo01";"Hayes";"Von";0.1492;0.2671;0.6712;0.3298022517223996;0.4163;11.0;"1992-08-19";"1981-04-14";1495.0;5249.0;767.0;1402.0;941.0;282.0;36.0;143.0;696.0;712.0;804.0;22.0
"huntro01";"Hunt";"Ron";0.0737;0.273;0.8006;0.3198306481021051;0.3467;11.0;"1974-09-28";"1963-04-16";1483.0;5235.0;745.0;1429.0;1144.0;223.0;23.0;39.0;370.0;555.0;382.0;243.0
"beckegl01";"Beckert";"Glenn";0.0622;0.2828;0.831;0.2894555616040646;0.345;10.0;"1975-04-27";"1965-04-12";1320.0;5208.0;685.0;1473.0;1224.0;196.0;31.0;22.0;360.0;260.0;243.0;19.0
"gonzato01";"Gonzalez";"Tony";0.1272;0.2859;0.732;0.3278533800350263;0.4131;11.0;"1971-09-29";"1960-04-12";1559.0;5195.0;690.0;1485.0;1087.0;238.0;57.0;103.0;615.0;467.0;706.0;71.0
"rayjo01";"Ray";"Johnny";0.1012;0.2895;0.745;0.30877780969479357;0.3907;9.0;"1990-09-30";"1981-09-02";1353.0;5188.0;604.0;1502.0;1119.0;294.0;36.0;53.0;594.0;353.0;329.0;12.0
"raderdo02";"Rader";"Doug";0.1519;0.2511;0.6628;0.3109441258255127;0.403;10.0;"1977-10-02";"1967-07-31";1465.0;5186.0;631.0;1302.0;863.0;245.0;39.0;155.0;722.0;528.0;1055.0;40.0
"jenseja01";"Jensen";"Jackie";0.1814;0.2809;0.6568;0.3578527031564808;0.4623;11.0;"1961-10-01";"1950-04-18";1393.0;5166.0;797.0;1451.0;953.0;257.0;43.0;198.0;924.0;743.0;538.0;23.0
"ramiral03";"Ramirez";"Alexei";0.1223;0.2702;0.7253;0.2997198495688864;0.3925;8.0;"2016-10-02";"2008-03-31";1371.0;5134.0;601.0;1387.0;1006.0;249.0;17.0;115.0;590.0;263.0;650.0;30.0
"doranbi02";"Doran";"Bill";0.1072;0.2662;0.7489;0.3181021247429746;0.3734;11.0;"1993-07-08";"1982-09-06";1453.0;5131.0;727.0;1366.0;1023.0;220.0;39.0;84.0;497.0;709.0;600.0;10.0
"perezne01";"Perez";"Neifi";0.1077;0.2672;0.735;0.28650265453870427;0.3749;11.0;"2007-07-05";"1996-08-31";1403.0;5127.0;640.0;1370.0;1007.0;238.0;61.0;64.0;489.0;231.0;503.0;7.0
"mcraebr01";"McRae";"Brian";0.1347;0.2612;0.6819;0.3140058896138247;0.396;9.0;"1999-10-03";"1990-08-07";1354.0;5114.0;734.0;1336.0;911.0;264.0;58.0;103.0;532.0;488.0;824.0;57.0
"vidrojo01";"Vidro";"Jose";0.1465;0.2981;0.6844;0.3425987404647862;0.4446;11.0;"2008-08-04";"1997-06-08";1418.0;5113.0;720.0;1524.0;1043.0;341.0;12.0;128.0;654.0;478.0;556.0;37.0
"butlebi03";"Butler";"Billy";0.1514;0.2897;0.6795;0.3378587524435756;0.4411;9.0;"2016-10-02";"2007-05-01";1414.0;5105.0;592.0;1479.0;1005.0;322.0;5.0;147.0;728.0;500.0;840.0;34.0
"marisro01";"Maris";"Roger";0.2164;0.2598;0.6136;0.35146952693370165;0.4762;11.0;"1968-09-29";"1957-04-16";1463.0;5101.0;826.0;1325.0;813.0;195.0;42.0;275.0;851.0;652.0;733.0;38.0
"pepitjo01";"Pepitone";"Joe";0.1736;0.258;0.6867;0.3107906476155131;0.4316;11.0;"1973-05-25";"1962-04-10";1397.0;5097.0;606.0;1315.0;903.0;158.0;35.0;219.0;721.0;302.0;526.0;28.0
"wilsomo01";"Wilson";"Mookie";0.1119;0.2742;0.7387;0.2998544863459038;0.3861;11.0;"1991-10-06";"1980-09-02";1403.0;5094.0;731.0;1397.0;1032.0;227.0;71.0;67.0;438.0;282.0;866.0;23.0
"caseyse01";"Casey";"Sean";0.1453;0.3022;0.6969;0.34604990134529146;0.4475;11.0;"2008-09-28";"1997-09-12";1405.0;5066.0;690.0;1531.0;1067.0;322.0;12.0;130.0;735.0;477.0;577.0;62.0
"eckstda01";"Eckstein";"David";0.0748;0.2805;0.797;0.30892319513938526;0.3553;9.0;"2010-10-03";"2001-04-03";1311.0;5041.0;701.0;1414.0;1127.0;232.0;20.0;35.0;392.0;376.0;418.0;143.0
"loneyja01";"Loney";"James";0.126;0.2837;0.7221;0.3178533690234447;0.4097;10.0;"2016-10-02";"2006-04-04";1443.0;5023.0;528.0;1425.0;1029.0;267.0;21.0;108.0;669.0;397.0;652.0;20.0
"sizemte01";"Sizemore";"Ted";0.0597;0.2616;0.823;0.2827593647316539;0.3213;11.0;"1980-05-27";"1969-04-07";1411.0;5011.0;577.0;1311.0;1079.0;188.0;21.0;23.0;430.0;469.0;350.0;20.0
"morenom01";"Moreno";"Omar";0.0913;0.2518;0.7653;0.2814278210838902;0.3431;11.0;"1986-10-05";"1975-09-06";1382.0;4992.0;699.0;1257.0;962.0;171.0;87.0;37.0;386.0;387.0;885.0;17.0
"sexsori01";"Sexson";"Richie";0.2459;0.261;0.5467;0.3605889108200251;0.5069;11.0;"2008-08-13";"1997-09-14";1367.0;4928.0;748.0;1286.0;703.0;260.0;17.0;306.0;943.0;588.0;1313.0;52.0
"lumpeje01";"Lumpe";"Jerry";0.0886;0.2675;0.7801;0.2971721051650196;0.3561;11.0;"1967-10-01";"1956-04-17";1371.0;4912.0;620.0;1314.0;1025.0;190.0;52.0;47.0;454.0;428.0;411.0;8.0
"higgibo02";"Higginson";"Bobby";0.1827;0.2721;0.6332;0.34773057733428364;0.4548;10.0;"2005-05-05";"1995-04-26";1362.0;4910.0;736.0;1336.0;846.0;270.0;33.0;187.0;709.0;649.0;796.0;37.0
"hudsoor01";"Hudson";"Orlando";0.1382;0.2734;0.6854;0.32352651614107114;0.4116;10.0;"2012-10-03";"2002-07-24";1345.0;4825.0;648.0;1319.0;904.0;256.0;66.0;93.0;542.0;483.0;825.0;30.0
"clarkho01";"Clarke";"Horace";0.0576;0.2556;0.8374;0.2742968238691049;0.3131;9.0;"1974-09-15";"1965-05-13";1272.0;4813.0;548.0;1230.0;1030.0;150.0;23.0;27.0;304.0;365.0;362.0;11.0
"thompja01";"Thompson";"Jason";0.1774;0.2609;0.6616;0.3464121190518624;0.4384;10.0;"1986-06-23";"1976-04-23";1418.0;4802.0;640.0;1253.0;829.0;204.0;12.0;208.0;782.0;816.0;862.0;9.0
"bournmi01";"Bourn";"Michael";0.0913;0.2659;0.7673;0.30066605173069605;0.3572;10.0;"2016-10-02";"2006-07-30";1361.0;4784.0;678.0;1272.0;976.0;191.0;69.0;36.0;361.0;445.0;1124.0;19.0
"reitzke01";"Reitz";"Ken";0.0986;0.2602;0.7401;0.2746909363745498;0.3588;10.0;"1982-06-03";"1972-09-05";1344.0;4777.0;366.0;1243.0;920.0;243.0;12.0;68.0;548.0;184.0;518.0;35.0
"ugglada01";"Uggla";"Dan";0.2057;0.2414;0.5727;0.33656197260273973;0.4472;9.0;"2015-10-03";"2006-04-03";1346.0;4759.0;759.0;1149.0;658.0;238.0;18.0;235.0;706.0;626.0;1341.0;70.0
"jenkige01";"Jenkins";"Geoff";0.2149;0.2751;0.5777;0.3496950715114031;0.49;10.0;"2008-09-28";"1998-04-24";1349.0;4700.0;688.0;1293.0;747.0;303.0;22.0;221.0;733.0;418.0;1186.0;96.0
"encarju01";"Encarnacion";"Juan";0.1712;0.2698;0.6487;0.32279885262116714;0.441;10.0;"2007-08-30";"1997-09-02";1259.0;4685.0;618.0;1264.0;820.0;242.0;46.0;156.0;667.0;288.0;853.0;54.0
"mcdougi01";"McDougald";"Gil";0.1337;0.2761;0.7289;0.33464758034026465;0.4098;9.0;"1960-10-02";"1951-04-20";1336.0;4676.0;697.0;1291.0;941.0;187.0;51.0;112.0;576.0;559.0;623.0;36.0
"thompro01";"Thompson";"Robby";0.1459;0.2574;0.6664;0.31761755070202813;0.4033;10.0;"1996-09-22";"1986-04-08";1304.0;4612.0;671.0;1187.0;791.0;238.0;39.0;119.0;458.0;439.0;987.0;66.0
"jonesja04";"Jones";"Jacque";0.1715;0.2769;0.6549;0.3286594041345764;0.4484;9.0;"2008-06-10";"1999-06-09";1302.0;4594.0;632.0;1272.0;833.0;255.0;19.0;165.0;630.0;314.0;949.0;36.0
"bellde01";"Bell";"Derek";0.145;0.2757;0.6981;0.3245352146263911;0.4207;10.0;"2001-07-03";"1991-06-28";1210.0;4578.0;642.0;1262.0;881.0;232.0;15.0;134.0;668.0;377.0;955.0;61.0
"moranmi01";"Morandini";"Mickey";0.0906;0.2681;0.7586;0.30506189910979226;0.3587;10.0;"2000-10-01";"1990-09-01";1298.0;4558.0;597.0;1222.0;927.0;209.0;54.0;32.0;351.0;437.0;714.0;56.0
"reedjo01";"Reed";"Jody";0.0799;0.2703;0.7563;0.30636886939571156;0.3502;10.0;"1997-08-22";"1987-09-12";1284.0;4554.0;566.0;1231.0;931.0;263.0;10.0;27.0;392.0;542.0;407.0;30.0
"bufordo01";"Buford";"Don";0.1151;0.2642;0.7556;0.3251183864199886;0.3793;9.0;"1972-10-03";"1963-09-14";1286.0;4553.0;718.0;1203.0;909.0;157.0;44.0;93.0;418.0;672.0;575.0;41.0
"stennre01";"Stennett";"Rennie";0.0845;0.2741;0.791;0.2846760346283784;0.3585;10.0;"1981-08-24";"1971-07-10";1237.0;4521.0;500.0;1239.0;980.0;177.0;41.0;41.0;432.0;207.0;348.0;16.0
"bayja01";"Bay";"Jason";0.2144;0.2664;0.59;0.3581741799347784;0.4808;10.0;"2013-07-26";"2003-05-23";1278.0;4505.0;737.0;1200.0;708.0;240.0;30.0;222.0;754.0;636.0;1216.0;56.0
"gladdda01";"Gladden";"Dan";0.1122;0.2699;0.7391;0.30577595505617977;0.3821;10.0;"1993-10-03";"1983-09-05";1197.0;4501.0;663.0;1215.0;898.0;203.0;40.0;74.0;446.0;337.0;625.0;42.0
"lefloro01";"LeFlore";"Ron";0.1039;0.2878;0.7755;0.3192001238901508;0.3917;8.0;"1982-09-03";"1974-08-01";1099.0;4458.0;731.0;1283.0;995.0;172.0;57.0;59.0;353.0;363.0;888.0;17.0
"remyje01";"Remy";"Jerry";0.0532;0.2752;0.8491;0.2894242298945628;0.3284;9.0;"1984-05-18";"1975-04-07";1154.0;4455.0;605.0;1226.0;1041.0;140.0;38.0;7.0;329.0;356.0;404.0;4.0
"matsuhi01";"Matsui";"Hideki";0.1796;0.2821;0.652;0.3508569806811392;0.4617;9.0;"2012-07-22";"2003-03-31";1236.0;4442.0;656.0;1253.0;817.0;249.0;12.0;175.0;760.0;547.0;689.0;21.0
"treshto01";"Tresh";"Tom";0.1661;0.2449;0.6484;0.323127146985962;0.411;8.0;"1969-09-29";"1961-09-03";1192.0;4251.0;595.0;1041.0;675.0;179.0;34.0;153.0;530.0;550.0;698.0;40.0
"davisal01";"Davis";"Alvin";0.1698;0.2804;0.672;0.3540528455284553;0.4502;8.0;"1992-06-25";"1984-04-11";1206.0;4240.0;568.0;1189.0;799.0;220.0;10.0;160.0;683.0;685.0;558.0;28.0
"kubekto01";"Kubek";"Tony";0.0982;0.2661;0.761;0.28663077972266426;0.3643;8.0;"1965-10-03";"1957-04-20";1092.0;4167.0;522.0;1109.0;844.0;178.0;30.0;57.0;373.0;217.0;441.0;13.0
"parkewe01";"Parker";"Wes";0.1083;0.267;0.7387;0.3142710874200426;0.3753;8.0;"1972-10-01";"1964-04-19";1288.0;4157.0;548.0;1110.0;820.0;194.0;32.0;64.0;470.0;532.0;615.0;24.0
"lansimi01";"Lansing";"Mike";0.1301;0.2708;0.6842;0.3104888443553774;0.401;8.0;"2001-09-08";"1993-04-07";1110.0;4150.0;554.0;1124.0;769.0;254.0;17.0;84.0;440.0;299.0;570.0;37.0
"cruzde01";"Cruz";"Deivi";0.1193;0.2689;0.697;0.288663488372093;0.3882;8.0;"2005-10-02";"1997-04-01";1234.0;4124.0;442.0;1109.0;773.0;250.0;16.0;70.0;464.0;132.0;429.0;24.0
"carrach01";"Carrasquel";"Chico";0.0835;0.2551;0.7888;0.2961313085129545;0.3386;9.0;"1959-09-23";"1950-04-18";1184.0;4120.0;496.0;1051.0;829.0;151.0;20.0;51.0;428.0;425.0;421.0;33.0
"mayca01";"May";"Carlos";0.1184;0.2735;0.7471;0.3245465721040189;0.392;9.0;"1977-10-02";"1968-09-06";1165.0;4120.0;545.0;1127.0;842.0;172.0;23.0;90.0;536.0;512.0;565.0;45.0
"youngde03";"Young";"Delmon";0.138;0.2829;0.7091;0.3134592830882353;0.4209;9.0;"2015-06-29";"2006-08-29";1118.0;4108.0;473.0;1162.0;824.0;218.0;11.0;109.0;566.0;179.0;784.0;40.0
"betanyu01";"Betancourt";"Yuniesky";0.1273;0.2609;0.6906;0.28528148323098723;0.3882;8.0;"2013-09-29";"2005-07-28";1156.0;4052.0;437.0;1057.0;730.0;218.0;29.0;80.0;457.0;143.0;435.0;10.0
"curtich01";"Curtis";"Chad";0.1319;0.2641;0.7059;0.32489543973941365;0.3961;9.0;"2001-09-30";"1992-04-08";1204.0;4017.0;648.0;1061.0;749.0;195.0;16.0;101.0;461.0;510.0;676.0;40.0
"glanvdo01";"Glanville";"Doug";0.1027;0.2775;0.7664;0.29967629893238434;0.3802;8.0;"2004-10-03";"1996-06-09";1115.0;3964.0;553.0;1100.0;843.0;166.0;32.0;59.0;333.0;208.0;502.0;21.0
"hamiljo03";"Hamilton";"Josh";0.2256;0.2901;0.5961;0.3613808570097811;0.5157;8.0;"2015-10-04";"2007-04-02";1027.0;3909.0;609.0;1134.0;676.0;234.0;24.0;200.0;701.0;352.0;938.0;33.0
"lopezjo01";"Lopez";"Jose";0.1336;0.2617;0.6836;0.291952139500371;0.3952;8.0;"2012-10-03";"2004-07-31";1036.0;3841.0;421.0;1005.0;687.0;215.0;11.0;92.0;480.0;150.0;471.0;31.0
"wertdo01";"Wert";"Don";0.1016;0.2419;0.7621;0.28812106748177757;0.3435;8.0;"1971-06-11";"1963-05-11";1110.0;3840.0;417.0;929.0;708.0;129.0;15.0;77.0;366.0;389.0;529.0;31.0
"greerru01";"Greer";"Rusty";0.1737;0.3045;0.6552;0.36893969986357433;0.4782;8.0;"2002-07-11";"1994-05-16";1027.0;3829.0;643.0;1166.0;764.0;258.0;25.0;119.0;614.0;519.0;555.0;22.0
"leetr01";"Lee";"Travis";0.1519;0.2561;0.6639;0.3205893946615824;0.408;8.0;"2006-09-01";"1998-03-31";1099.0;3740.0;476.0;958.0;636.0;191.0;16.0;115.0;488.0;457.0;704.0;9.0
"bradlph01";"Bradley";"Phil";0.135;0.2863;0.7164;0.34345909415971393;0.4214;7.0;"1990-09-29";"1983-09-02";1022.0;3695.0;565.0;1058.0;758.0;179.0;43.0;78.0;376.0;432.0;718.0;65.0
"lindjo01";"Lind";"Jose";0.0615;0.2543;0.8064;0.26156879670188093;0.3157;8.0;"1995-08-29";"1987-08-28";1044.0;3677.0;368.0;935.0;754.0;145.0;27.0;9.0;324.0;215.0;370.0;8.0
"snydeco02";"Snyder";"Cory";0.1781;0.2467;0.6231;0.30326220169361046;0.4248;8.0;"1994-08-10";"1986-06-13";1068.0;3656.0;439.0;902.0;562.0;178.0;13.0;149.0;488.0;226.0;992.0;13.0
"alvisma01";"Alvis";"Max";0.143;0.2466;0.6927;0.29777496813663007;0.3896;8.0;"1970-09-27";"1962-09-11";1013.0;3629.0;421.0;895.0;620.0;142.0;22.0;111.0;373.0;262.0;662.0;35.0
"knoopbo01";"Knoop";"Bobby";0.098;0.2363;0.75;0.2723086479591837;0.3343;8.0;"1972-09-20";"1964-04-13";1153.0;3622.0;337.0;856.0;642.0;129.0;29.0;56.0;331.0;305.0;833.0;14.0
"hillesh02";"Hillenbrand";"Shea";0.1557;0.284;0.6795;0.3225315248880695;0.4398;6.0;"2007-09-20";"2001-04-02";943.0;3570.0;463.0;1014.0;689.0;202.0;15.0;108.0;490.0;140.0;464.0;69.0
"blaloha01";"Blalock";"Hank";0.1937;0.2689;0.6163;0.3359136270491803;0.4626;8.0;"2010-06-27";"2002-04-01";936.0;3567.0;507.0;959.0;591.0;198.0;17.0;153.0;542.0;313.0;720.0;19.0
"richage01";"Richards";"Gene";0.0933;0.2897;0.7899;0.32157006924852527;0.3829;7.0;"1984-09-30";"1977-04-06";1026.0;3549.0;502.0;1028.0;812.0;127.0;63.0;26.0;255.0;356.0;436.0;20.0
"preslji01";"Presley";"Jim";0.1732;0.2468;0.6229;0.30106180042238645;0.4199;7.0;"1991-06-07";"1984-06-24";959.0;3546.0;413.0;875.0;545.0;181.0;14.0;135.0;495.0;210.0;859.0;19.0
"fondyde01";"Fondy";"Dee";0.1271;0.2856;0.74;0.31629360902255643;0.4126;7.0;"1958-09-21";"1951-04-17";967.0;3502.0;437.0;1000.0;740.0;144.0;47.0;69.0;373.0;203.0;526.0;7.0
"charled01";"Charles";"Ed";0.1335;0.2634;0.7132;0.3143259018946275;0.3969;7.0;"1969-10-01";"1962-04-11";1005.0;3482.0;438.0;917.0;654.0;147.0;30.0;86.0;421.0;332.0;525.0;28.0
"thomale03";"Thomas";"Lee";0.1423;0.2548;0.7178;0.3135359749455338;0.3971;7.0;"1968-09-27";"1961-04-22";1027.0;3324.0;405.0;847.0;608.0;111.0;22.0;106.0;428.0;332.0;397.0;32.0
"nealch01";"Neal";"Charlie";0.1357;0.2587;0.7226;0.3142950788471996;0.3945;7.0;"1963-09-29";"1956-04-17";970.0;3316.0;461.0;858.0;620.0;113.0;38.0;87.0;391.0;337.0;557.0;20.0
"doylede01";"Doyle";"Denny";0.066;0.2502;0.8092;0.26626960113960113;0.3161;7.0;"1977-09-30";"1970-04-07";944.0;3290.0;357.0;823.0;666.0;113.0;28.0;16.0;237.0;205.0;310.0;11.0
"theriry01";"Theriot";"Ryan";0.0693;0.2807;0.8101;0.30391820224719107;0.35;7.0;"2012-10-03";"2005-09-13";899.0;3246.0;446.0;911.0;738.0;138.0;18.0;17.0;257.0;285.0;383.0;20.0
"wilkebr01";"Wilkerson";"Brad";0.193;0.2473;0.5647;0.33822392538523927;0.4402;7.0;"2008-09-28";"2001-07-12";972.0;3187.0;500.0;788.0;445.0;193.0;28.0;122.0;399.0;492.0;947.0;25.0
"cantujo01";"Cantu";"Jorge";0.1678;0.2708;0.6316;0.318898549437537;0.4386;7.0;"2011-06-14";"2004-07-17";847.0;3128.0;367.0;847.0;535.0;203.0;5.0;104.0;476.0;189.0;559.0;37.0
"andremi01";"Andrews";"Mike";0.111;0.2577;0.7385;0.31902249375173564;0.3687;7.0;"1973-09-29";"1966-09-18";893.0;3116.0;441.0;803.0;593.0;140.0;4.0;66.0;316.0;458.0;390.0;16.0
"gilesma01";"Giles";"Marcus";0.1524;0.2771;0.6568;0.3364902239709443;0.4294;6.0;"2007-09-28";"2001-04-17";792.0;2934.0;468.0;813.0;534.0;187.0;16.0;76.0;333.0;318.0;523.0;36.0
"teahema01";"Teahen";"Mark";0.1448;0.2642;0.6627;0.3150189034109021;0.409;6.0;"2011-09-28";"2005-04-04";831.0;2873.0;388.0;759.0;503.0;163.0;26.0;67.0;332.0;259.0;679.0;15.0
"verasqu01";"Veras";"Quilvio";0.0917;0.2698;0.7653;0.32695886503067484;0.3615;6.0;"2001-07-13";"1995-04-25";767.0;2780.0;469.0;750.0;574.0;129.0;15.0;32.0;239.0;427.0;462.0;38.0
